Date,SPY,QQQ,IWM,EFA,EEM,TLT,IEF,LQD,HYG,GLD,SLV,USO,DBC,DBA,UUP,BTC,ETH
2013-02-10,120.55128479003906,60.80155563354492,76.23750305175781,39.10993194580078,32.67783737182617,80.17854309082031,78.89584350585938,74.28194427490234,44.928287506103516,161.57000732421875,30.43000030517578,277.6000061035156,24.137243270874023,23.209016799926758,18.295272827148438,,
2013-02-17,120.79750061035156,60.58694076538086,77.0267333984375,39.043113708496094,32.78215789794922,79.75408935546875,78.71768188476562,74.17005920410156,45.131195068359375,155.75999450683594,28.829999923706055,277.760009765625,23.968154907226562,22.7706241607666,18.345396041870117,,
2013-02-24,120.62283325195312,60.04142761230469,76.43061065673828,39.08320236206055,32.2530517578125,80.1169662475586,79.01461791992188,74.443603515625,45.290584564208984,152.97000122070312,27.829999923706055,268.79998779296875,23.334077835083008,22.658876419067383,18.570955276489258,,
2013-03-03,120.79750061035156,60.25605392456055,76.31306457519531,38.82261276245117,32.27540969848633,81.57193756103516,79.7475357055664,74.96247100830078,45.52104568481445,152.44000244140625,27.6200008392334,261.9200134277344,22.77608871459961,22.581512451171875,18.746389389038086,,
2013-03-10,123.44194030761719,61.499080657958984,78.69759368896484,39.677921295166016,32.88649368286133,78.7248306274414,78.5212631225586,74.05839538574219,45.71047592163086,152.7100067138672,28.010000228881836,264.3999938964844,22.99590301513672,22.555728912353516,18.846637725830078,,
2013-03-17,124.30207824707031,61.40838623046875,79.55400848388672,40.00532913208008,31.872995376586914,79.41775512695312,79.00432586669922,74.32027435302734,45.84158706665039,154.0,27.799999237060547,268.79998779296875,23.16499137878418,22.521343231201172,18.71297264099121,,
2013-03-24,124.11859130859375,61.48005676269531,79.05863189697266,39.66455078125,31.269367218017578,80.49484252929688,79.44281005859375,74.48860931396484,45.8076057434082,155.5500030517578,27.75,268.8800048828125,22.962087631225586,22.443979263305664,18.72968101501465,,
2013-03-31,124.97211456298828,61.82072448730469,79.50823974609375,39.410621643066406,31.872995376586914,80.78987884521484,79.77734375,74.75675964355469,45.827030181884766,154.4499969482422,27.420000076293945,278.0,23.088899612426758,22.263463973999023,18.88005256652832,,
2013-04-07,123.76765441894531,60.82575988769531,77.23490142822266,39.270301818847656,31.008554458618164,84.44416809082031,80.74102020263672,75.57475280761719,45.90420150756836,152.80999755859375,26.389999389648438,266.239990234375,22.547822952270508,22.12592887878418,18.754743576049805,,
2013-04-14,126.67117309570312,62.690147399902344,78.84307098388672,40.36615753173828,31.209749221801758,83.83222961425781,80.71131134033203,75.94378662109375,46.2606086730957,143.9499969482422,25.280000686645508,260.239990234375,22.336463928222656,22.306446075439453,18.66284942626953,,
2013-04-21,124.02289581298828,61.03190994262695,76.29190063476562,39.490814208984375,31.03089714050293,84.45098876953125,80.80802917480469,76.1188735961914,46.1141357421875,135.47000122070312,22.399999618530273,251.1199951171875,21.75310707092285,22.32363510131836,18.7965145111084,,
2013-04-28,126.22453308105469,62.358482360839844,78.22001647949219,40.81385803222656,31.478023529052734,84.83602142333984,81.03872680664062,76.50662994384766,46.56330871582031,140.91000366210938,23.100000381469727,264.9599914550781,22.08283233642578,22.100141525268555,18.721328735351562,,
2013-05-05,128.72120666503906,64.6441650390625,79.78609466552734,41.79611587524414,32.431907653808594,83.32148742675781,80.56561279296875,76.00018310546875,47.08126449584961,142.08999633789062,23.290000915527344,272.0799865722656,22.336463928222656,22.538536071777344,18.646141052246094,,
2013-05-12,130.3485107421875,65.4777603149414,81.52899932861328,41.889671325683594,32.46916198730469,81.81947326660156,79.97695922851562,75.44188690185547,46.86043930053711,139.60000610351562,22.979999542236328,273.1199951171875,22.27728271484375,22.168912887573242,18.88005256652832,,
2013-05-19,133.164306640625,66.59822845458984,83.39820098876953,42.130210876464844,32.35737991333008,80.65504455566406,79.67143249511719,75.32894897460938,46.8359375,131.07000732421875,21.399999618530273,273.67999267578125,22.13355827331543,21.80788230895996,19.147380828857422,,
2013-05-26,131.86412048339844,65.80045318603516,82.41307830810547,41.06109619140625,31.500383377075195,80.47589874267578,79.2988510131836,74.95263671875,46.467926025390625,133.75999450683594,21.610000610351562,266.9599914550781,22.0659236907959,21.756305694580078,18.971948623657227,,
