,taker_ratio,funding
2025-10-27,0.4886033839587308,
2025-10-28,0.493276925785597,
2025-10-29,0.48021180537198965,
2025-10-30,0.4864393604615819,
2025-10-31,0.5136449656491497,
2025-11-01,0.5078364677305867,
2025-11-02,0.4799212550299118,
2025-11-03,0.48870357763162586,
2025-11-04,0.4818068335956536,
2025-11-05,0.5082507255434928,
2025-11-06,0.5032936433121572,
2025-11-07,0.49193478379106176,
2025-11-08,0.46719461646191146,
2025-11-09,0.5208894410782474,
2025-11-10,0.48623317862968446,
2025-11-11,0.4860190555360815,
2025-11-12,0.49362016071464004,
2025-11-13,0.4990364050647431,
2025-11-14,0.4728940918094628,
2025-11-15,0.5231997350840668,
2025-11-16,0.4799316069717792,
2025-11-17,0.477807599031172,
2025-11-18,0.48900217763325743,
2025-11-19,0.49282649656010274,
2025-11-20,0.482545341344804,
2025-11-21,0.4755749902484263,
2025-11-22,0.49770566606355165,
2025-11-23,0.49805809862347084,
2025-11-24,0.48992689386381344,
2025-11-25,0.48600694791695315,
2025-11-26,0.48909707005681363,
2025-11-27,0.4919084828889649,
2025-11-28,0.507150054580255,
2025-11-29,0.4881465153981114,
2025-11-30,0.5073548242222624,
2025-12-01,0.4978200701434354,
2025-12-02,0.5084299328326535,
2025-12-03,0.5053627646573915,
2025-12-04,0.49022358266243016,
2025-12-05,0.4945389131125301,
2025-12-06,0.4886280111131237,
2025-12-07,0.510062792839728,
2025-12-08,0.4980017706408404,
2025-12-09,0.5040607070413567,
2025-12-10,0.48606632189490134,
2025-12-11,0.4918523424469035,
2025-12-12,0.48446309622117195,
2025-12-13,0.4823552290094968,
2025-12-14,0.46391373933512675,
2025-12-15,0.486215811881042,
2025-12-16,0.4943788804346193,
2025-12-17,0.5065570540308637,
2025-12-18,0.4997437140866658,
2025-12-19,0.5078565778132113,
2025-12-20,0.5075991314579414,
2025-12-21,0.4837436458574678,
2025-12-22,0.5035659520958832,
2025-12-23,0.4852133222934112,
2025-12-24,0.500444094212871,
2025-12-25,0.4814694558394548,
2025-12-26,0.5080419986067108,
2025-12-27,0.4963329266399574,
2025-12-28,0.5146998000319273,
2025-12-29,0.5014792803879413,
2025-12-30,0.4959043596581048,
2025-12-31,0.5010112448225198,
2026-01-01,0.50706669361907,
2026-01-02,0.49844701574609673,
2026-01-03,0.510021388343438,
2026-01-04,0.5069912067728709,
2026-01-05,0.5124134451524957,
2026-01-06,0.502724566208243,
2026-01-07,0.4919878096623964,
2026-01-08,0.5011696269231173,
2026-01-09,0.49851605841153085,
2026-01-10,0.47567010401475757,
2026-01-11,0.48900372498110095,
2026-01-12,0.4899160134141285,
